1662.8,,,,,,,,,,5e-06,5e-06,0.989174,1.5e-05
1662.9,,,,,,,,,,5e-06,5.5e-06,0.989151,1.25e-05
1663.0,,,,,,,,,,5e-06,6e-06,0.989127,1e-05
1663.1,,,,,,,,,,5e-06,5.5e-06,0.989135,9e-06
1663.2,,,,,,,,,,5e-06,5e-06,0.989143,7.99878e-06
1663.3,,,,,,,,,,5e-06,5e-06,0.989152,6.99939e-06
1663.4,,,,,,,,,,5e-06,5e-06,0.98916,6e-06
1663.5,,,,,,,,,,5e-06,4.5e-06,0.989169,5e-06
1663.6,,,,,,,,,,5e-06,4e-06,0.989177,4e-06
1663.7,,,,,,,,,,4.4997e-06,4e-06,0.989186,2.99939e-06
1663.8,,,,,,,,,,4e-06,4e-06,0.989194,2e-06
1663.9,,,,,,,,,,4e-06,3.5e-06,0.989202,1e-06
1664.0,,,,,,,,,,4e-06,3e-06,0.98921,
1664.1,,,,,,,,,,4e-06,3e-06,0.989379,
1664.2,,,,,,,,,,3.99939e-06,3e-06,0.989548,
1664.3,,,,,,,,,,3.49969e-06,3e-06,0.989717,
1664.4,,,,,,,,,,3e-06,3e-06,0.989886,
1664.5,,,,,,,,,,3e-06,3e-06,0.990054,
1664.6,,,,,,,,,,3e-06,3e-06,0.990223,
1664.7,,,,,,,,,,3e-06,3e-06,0.990392,
1664.8,,,,,,,,,,3e-06,3e-06,0.990561,
1664.9,,,,,,,,,,2.5e-06,3e-06,0.99073,
1665.0,,,,,,,,,,2e-06,3e-06,0.990898,
1665.1,,,,,,,,,,2.5e-06,3e-06,0.991163,
1665.2,,,,,,,,,,3e-06,3.00061e-06,0.991428,6.10128e-10
1665.3,,,,,,,,,,3e-06,3.50031e-06,0.991693,5.00305e-07
1665.4,,,,,,,,,,3e-06,4e-06,0.991958,1e-06
1665.5,,,,,,,,,,3.5e-06,4e-06,0.992223,1e-06
1665.6,,,,,,,,,,4e-06,4e-06,0.992488,1e-06
1665.7,,,,,,,,,,4e-06,4.5003e-06,0.992754,1e-06
1665.8,,,,,,,,,,4e-06,5e-06,0.993019,1e-06
1665.9,,,,,,,,,,4.5e-06,5e-06,0.993284,1e-06
1666.0,,,,,,,,,,5e-06,5e-06,0.993549,1e-06
1666.1,,,,,,,,,,5e-06,5e-06,0.993681,2e-06
1666.2,,,,,,,,,,5.00061e-06,5e-06,0.993814,3.00122e-06
1666.3,,,,,,,,,,5.50031e-06,5e-06,0.993947,4.00061e-06
1666.4,,,,,,,,,,6e-06,5e-06,0.994079,5e-06
1666.5,,,,,,,,,,6e-06,5e-06,0.994211,6e-06
1666.6,,,,,,,,,,6e-06,5e-06,0.994344,7e-06
1666.7,,,,,,,,,,6e-06,5e-06,0.994477,8.00061e-06
1666.8,,,,,,,,,,6e-06,5e-06,0.99461,9e-06
1666.9,,,,,,,,,,6.5e-06,4.5e-06,0.994743,1e-05
1667.0,,,,,,,,,,7e-06,4e-06,0.994875,1.1e-05
1667.1,,,,,,,,,,6.5e-06,4.5e-06,0.994974,1.05e-05
1667.2,,,,,,,,,,6e-06,5e-06,0.995074,9.99939e-06
1667.3,,,,,,,,,,6e-06,5e-06,0.995174,9.49969e-06
1667.4,,,,,,,,,,6e-06,5e-06,0.995273,9e-06
1667.5,,,,,,,,,,5.5e-06,5e-06,0.995372,8.5e-06
1667.6,,,,,,,,,,5e-06,5e-06,0.995471,8e-06
1667.7,,,,,,,,,,5e-06,5e-06,0.995571,8e-06
1667.8,,,,,,,,,,5e-06,5e-06,0.99567,8e-06
1667.9,,,,,,,,,,4.5e-06,5e-06,0.99577,7.5e-06
1668.0,,,,,,,,,,4e-06,5e-06,0.995869,7e-06
1668.1,,,,,,,,,,3.5e-06,5e-06,0.995968,6.5e-06
1668.2,,,,,,,,,,2.99939e-06,5e-06,0.996068,5.99878e-06
1668.3,,,,,,,,,,2.4997e-06,5e-06,0.996167,4.99939e-06
1668.4,,,,,,,,,,2e-06,5e-06,0.996266,4e-06
1668.5,,,,,,,,,,2e-06,5e-06,0.996365,3.5e-06
1668.6,,,,,,,,,,2e-06,5e-06,0.996464,3e-06
1668.7,,,,,,,,,,1.49969e-06,4.4997e-06,0.996564,1.99939e-06
1668.8,,,,,,,,,,1e-06,4e-06,0.996663,1e-06
1668.9,,,,,,,,,,5e-07,4e-06,0.996762,5e-07
1669.0,,,,,,,,,,,4e-06,0.996861,
1669.1,,,,,,,,,,,4e-06,0.996969,5e-07
1669.2,,,,,,,,,,,3.99939e-06,0.997077,1.00061e-06
1669.3,,,,,,,,,,,3.49969e-06,0.997185,1.50031e-06
1669.4,,,,,,,,,,,3e-06,0.997293,2e-06
1669.5,,,,,,,,,,,3e-06,0.997401,2.5e-06
1669.6,,,,,,,,,,,3e-06,0.997509,3e-06
1669.7,,,,,,,,,,,3e-06,0.997617,3.50031e-06
1669.8,,,,,,,,,,,3e-06,0.997724,4e-06
1669.9,,,,,,,,,,,2.5e-06,0.997832,4.5e-06
1670.0,,,,,,,,,,,2e-06,0.99794,5e-06
1670.1,,,,,,,,,,,2.5e-06,0.99796,5.5e-06
1670.2,,,,,,,,,,,3e-06,0.99798,6.00122e-06
1670.3,,,,,,,,,,,3e-06,0.998,7.00061e-06
1670.4,,,,,,,,,,,3e-06,0.99802,8e-06
1670.5,,,,,,,,,,,3e-06,0.99804,8.5e-06
1670.6,,,,,,,,,,,3e-06,0.99806,9e-06
1670.7,,,,,,,,,,,3e-06,0.99808,1.00006e-05
1670.8,,,,,,,,,,,3e-06,0.9981,1.1e-05
1670.9,,,,,,,,,,,3e-06,0.99812,1.15e-05
1671.0,,,,,,,,,,,3e-06,0.99814,1.2e-05
1671.1,,,,,,,,,,1e-06,3e-06,0.998086,1.5e-05
1671.2,,,,,,,,,,2.00061e-06,3.00061e-06,0.998033,1.80031e-05
1671.3,,,,,,,,,,2.50031e-06,3.50031e-06,0.997979,2.05015e-05
1671.4,,,,,,,,,,3e-06,4e-06,0.997926,2.3e-05
1671.5,,,,,,,,,,4e-06,4e-06,0.997873,2.55e-05
1671.6,,,,,,,,,,5e-06,4e-06,0.99782,2.8e-05
1671.7,,,,,,,,,,5.50031e-06,4e-06,0.997766,3.10018e-05
1671.8,,,,,,,,,,6e-06,4e-06,0.997713,3.4e-05
1671.9,,,,,,,,,,7e-06,4.5e-06,0.99766,3.65e-05
1672.0,,,,,,,,,,8e-06,5e-06,0.997606,3.9e-05
1672.1,,,,,,,,,,8e-06,5e-06,0.997589,4e-05
1672.2,,,,,,,,,,8.00061e-06,5e-06,0.997571,4.10018e-05
1672.3,,,,,,,,,,8.5003e-06,5e-06,0.997553,4.25009e-05
1672.4,,,,,,,,,,9e-06,5e-06,0.997535,4.4e-05
1672.5,,,,,,,,,,9e-06,5e-06,0.997517,4.5e-05
1672.6,,,,,,,,,,9e-06,5e-06,0.9975,4.6e-05
1672.7,,,,,,,,,,9e-06,5e-06,0.997482,4.70006e-05
1672.8,,,,,,,,,,9e-06,5e-06,0.997465,4.8e-05
1672.9,,,,,,,,,,9.5e-06,5.5e-06,0.997447,4.9e-05
1673.0,,,,,,,,,,1e-05,6e-06,0.99743,5e-05
1673.1,,,,,,,,,,9.5e-06,6e-06,0.997446,5.05e-05
1673.2,,,,,,,,,,9e-06,6e-06,0.997461,5.10006e-05
1673.3,,,,,,,,,,9e-06,6e-06,0.997477,5.15003e-05
1673.4,,,,,,,,,,9e-06,6e-06,0.997492,5.2e-05
1673.5,,,,,,,,,,9e-06,6e-06,0.997507,5.2e-05
1673.6,,,,,,,,,,9e-06,6e-06,0.997522,5.2e-05
1673.7,,,,,,,,,,9e-06,6e-06,0.997537,5.25003e-05
1673.8,,,,,,,,,,9e-06,6e-06,0.997553,5.3e-05
1673.9,,,,,,,,,,9e-06,6e-06,0.997568,5.3e-05
1674.0,,,,,,,,,,9e-06,6e-06,0.997584,5.3e-05
1674.1,,,,,,,,,,8.5e-06,6e-06,0.997692,5.15e-05
1674.2,,,,,,,,,,7.99939e-06,5.99939e-06,0.997799,4.99976e-05
1674.3,,,,,,,,,,7.4997e-06,5.49969e-06,0.997907,4.79988e-05
1674.4,,,,,,,,,,7e-06,5e-06,0.998015,4.6e-05
1674.5,,,,,,,,,,6.5e-06,5e-06,0.998122,4.4e-05
1674.6,,,,,,,,,,6e-06,5e-06,0.99823,4.2e-05
1674.7,,,,,,,,,,5.49969e-06,5e-06,0.998338,4.04991e-05
1674.8,,,,,,,,,,5e-06,5e-06,0.998446,3.9e-05
1674.9,,,,,,,,,,5e-06,5e-06,0.998554,3.7e-05
1675.0,,,,,,,,,,5e-06,5e-06,0.998661,3.5e-05
1675.1,,,,,,,,,,5e-06,4.5e-06,0.998788,3.3e-05
1675.2,,,,,,,,,,4.99939e-06,3.99939e-06,0.998915,3.09976e-05
1675.3,,,,,,,,,,4.4997e-06,3.49969e-06,0.999043,2.89988e-05
1675.4,,,,,,,,,,4e-06,3e-06,0.99917,2.7e-05
1675.5,,,,,,,,,,4e-06,3e-06,0.999297,2.5e-05
1675.6,,,,,,,,,,4e-06,3e-06,0.999424,2.3e-05
1675.7,,,,,,,,,,4e-06,2.4997e-06,0.999552,2.09988e-05
1675.8,,,,,,,,,,4e-06,2e-06,0.999679,1.9e-05
1675.9,,,,,,,,,,4e-06,1.5e-06,0.999806,1.7e-05
1676.0,,,,,,,,,,4e-06,1e-06,0.999933,1.5e-05
1676.1,,,,,,,,,,3.5e-06,1e-06,0.99994,1.5e-05
1676.2,,,,,,,,,,2.99939e-06,1e-06,0.999947,1.49994e-05
1676.3,,,,,,,,,,2.4997e-06,1e-06,0.999954,1.44997e-05
1676.4,,,,,,,,,,2e-06,1e-06,0.99996,1.4e-05
1676.5,,,,,,,,,,2e-06,1e-06,0.999967,1.35e-05
1676.6,,,,,,,,,,2e-06,1e-06,0.999973,1.3e-05
1676.7,,,,,,,,,,1.49969e-06,4.99695e-07,0.99998,1.24997e-05
1676.8,,,,,,,,,,1e-06,,0.999987,1.2e-05
1676.9,,,,,,,,,,5e-07,,0.999994,1.2e-05
1677.0,,,,,,,,,,,,1.0,1.2e-05
1677.1,,,,,,,,,,,,0.999919,1.05e-05
1677.2,,,,,,,,,,,,0.999838,8.99878e-06
1677.3,,,,,,,,,,,,0.999756,7.99939e-06
1677.4,,,,,,,,,,,,0.999675,7e-06
1677.5,,,,,,,,,,,,0.999594,6e-06
1677.6,,,,,,,,,,,,0.999513,5e-06
1677.7,,,,,,,,,,,,0.999432,3.49908e-06
1677.8,,,,,,,,,,,,0.999351,2e-06
1677.9,,,,,,,,,,,,0.999269,1e-06
1678.0,,,,,,,,,,,,0.999188,
1678.1,,,,,,,,,,,,0.999112,
1678.2,,,,,,,,,,,,0.999037,
1678.3,,,,,,,,,,,,0.998962,
1678.4,,,,,,,,,,,,0.998887,
1678.5,,,,,,,,,,,,0.998811,
1678.6,,,,,,,,,,,,0.998736,
1678.7,,,,,,,,,,,,0.99866,
1678.8,,,,,,,,,,,,0.998585,
1678.9,,,,,,,,,,,,0.99851,
1679.0,,,,,,,,,,,,0.998435,
1679.1,,,,,,,,,,,,0.998428,
1679.2,,,,,,,,,,,,0.99842,
1679.3,,,,,,,,,,,,0.998412,
1679.4,,,,,,,,,,,,0.998404,
1679.5,,,,,,,,,,,,0.998397,
1679.6,,,,,,,,,,,,0.998389,
1679.7,,,,,,,,,,,,0.998381,
1679.8,,,,,,,,,,,,0.998374,
1679.9,,,,,,,,,,,,0.998366,
1680.0,,,,,,,,,,,,0.998359,
1680.1,,,,,,,,,,,,0.99834,
1680.2,,,,,,,,,,,,0.99832,
1680.3,,,,,,,,,,,,0.9983,
1680.4,,,,,,,,,,,,0.99828,
1680.5,,,,,,,,,,5e-07,,0.99826,
1680.6,,,,,,,,,,1e-06,,0.998241,
1680.7,,,,,,,,,,1e-06,,0.998221,
1680.8,,,,,,,,,,1e-06,,0.998201,
1680.9,,,,,,,,,,1e-06,,0.998181,
1681.0,,,,,,,,,,1e-06,,0.998162,
1681.1,,,,,,,,,,1e-06,,0.998106,
1681.2,,,,,,,,,,1.00061e-06,,0.998049,
1681.3,,,,,,,,,,1.50031e-06,,0.997992,
1681.4,,,,,,,,,,2e-06,,0.997936,
1681.5,,,,,,,,,,2e-06,,0.99788,
1681.6,,,,,,,,,,2e-06,,0.997823,
1681.7,,,,,,,,,,2.50031e-06,,0.997766,
1681.8,,,,,,,,,,3e-06,,0.99771,
1681.9,,,,,,,,,,3e-06,,0.997653,
1682.0,,,,,,,,,,3e-06,,0.997597,
1682.1,,,,,,,,,,3e-06,,0.997549,
1682.2,,,,,,,,,,2.99939e-06,,0.997501,
1682.3,,,,,,,,,,2.4997e-06,,0.997453,
1682.4,,,,,,,,,,2e-06,,0.997405,
1682.5,,,,,,,,,,2e-06,5e-07,0.997357,
1682.6,,,,,,,,,,2e-06,1e-06,0.997309,
1682.7,,,,,,,,,,1.49969e-06,1e-06,0.997261,
1682.8,,,,,,,,,,1e-06,1e-06,0.997213,
1682.9,,,,,,,,,,1e-06,1e-06,0.997166,
1683.0,,,,,,,,,,1e-06,1e-06,0.997118,
1683.1,,,,,,,,,,1e-06,1e-06,0.997054,
1683.2,,,,,,,,,,9.9939e-07,1e-06,0.99699,
1683.3,,,,,,,,,,4.99695e-07,1e-06,0.996926,
1683.4,,,,,,,,,,,1e-06,0.996862,
1683.5,,,,,,,,,,,1e-06,0.996798,
1683.6,,,,,,,,,,,1e-06,0.996734,
1683.7,,,,,,,,,,,1e-06,0.99667,
1683.8,,,,,,,,,,,1e-06,0.996607,
1683.9,,,,,,,,,,,1e-06,0.996543,
1684.0,,,,,,,,,,,1e-06,0.996479,
1684.1,,,,,,,,,,,5e-07,0.996428,
1684.2,,,,,,,,,,,,0.996377,
1684.3,,,,,,,,,,,,0.996325,
1684.4,,,,,,,,,,,,0.996274,
1684.5,,,,,,,,,,,,0.996223,
1684.6,,,,,,,,,,,,0.996172,
1684.7,,,,,,,,,,,,0.99612,
1684.8,,,,,,,,,,,,0.996069,
1684.9,,,,,,,,,,,,0.996018,
1685.0,,,,,,,,,,,,0.995967,
1685.1,,,,,,,,,,,,0.995931,
1685.2,,,,,,,,,,,,0.995895,
1685.3,,,,,,,,,,,,0.995859,
1685.4,,,,,,,,,,,,0.995823,
1685.5,,,,,,,,,,,,0.995787,
1685.6,,,,,,,,,,,,0.995751,
1685.7,,,,,,,,,,,,0.995715,
1685.8,,,,,,,,,,,,0.995679,
1685.9,,,,,,,,,,,,0.995643,
1686.0,,,,,,,,,,,,0.995607,
1686.1,,,,,,,,,,,,0.995646,
1686.2,,,,,,,,,,,,0.995685,
1686.3,,,,,,,,,,,,0.995724,
1686.4,,,,,,,,,,,,0.995763,
1686.5,,,,,,,,,,,,0.995802,
1686.6,,,,,,,,,,,,0.995841,
1686.7,,,,,,,,,,,5.00305e-07,0.99588,
1686.8,,,,,,,,,,,1e-06,0.995919,
1686.9,,,,,,,,,,,1e-06,0.995957,
1687.0,,,,,,,,,,,1e-06,0.995996,
1687.1,,,,,,,,,,,1e-06,0.99599,
1687.2,,,,,,,,,,,1e-06,0.995984,
1687.3,,,,,,,,,,,1e-06,0.995978,
1687.4,,,,,,,,,,,1e-06,0.995972,
1687.5,,,,,,,,,,,1e-06,0.995965,
1687.6,,,,,,,,,,,1e-06,0.995959,
1687.7,,,,,,,,,,,1e-06,0.995953,
1687.8,,,,,,,,,,,1e-06,0.995947,
1687.9,,,,,,,,,,,1e-06,0.995941,
1688.0,,,,,,,,,,,1e-06,0.995935,
1688.1,,,,,,,,,,,1e-06,0.995834,
1688.2,,,,,,,,,,,1e-06,0.995732,
1688.3,,,,,,,,,,,1e-06,0.99563,
1688.4,,,,,,,,,,,1e-06,0.995529,
1688.5,,,,,,,,,,,1e-06,0.995428,
1688.6,,,,,,,,,,,1e-06,0.995327,
1688.7,,,,,,,,,,,1e-06,0.995225,
1688.8,,,,,,,,,,,1e-06,0.995124,
1688.9,,,,,,,,,,,1e-06,0.995023,
1689.0,,,,,,,,,,,1e-06,0.994921,
1689.1,,,,,,,,,,,1e-06,0.994884,3e-06
1689.2,,,,,,,,,,,1.00061e-06,0.994848,6.00305e-06
1689.3,,,,,,,,,,,1.50031e-06,0.994811,8.50153e-06
1689.4,,,,,,,,,,,2e-06,0.994775,1.1e-05
1689.5,,,,,,,,,,,2e-06,0.994738,1.4e-05
1689.6,,,,,,,,,,,2e-06,0.994702,1.7e-05
1689.7,,,,,,,,,,,2e-06,0.994666,1.95015e-05
1689.8,,,,,,,,,,,2e-06,0.994629,2.2e-05
1689.9,,,,,,,,,,,2e-06,0.994593,2.5e-05
1690.0,,,,,,,,,,,2e-06,0.994556,2.8e-05
1690.1,,,,,,,,,,,2e-06,0.994483,3.15e-05
1690.2,,,,,,,,,,,2.00061e-06,0.994411,3.50037e-05
1690.3,,,,,,,,,,,2.50031e-06,0.994339,3.80018e-05
1690.4,,,,,,,,,,,3e-06,0.994267,4.1e-05
1690.5,,,,,,,,,,,3e-06,0.994195,4.45e-05
1690.6,,,,,,,,,,,3e-06,0.994122,4.8e-05
1690.7,,,,,,,,,,,3e-06,0.994049,5.15021e-05
1690.8,,,,,,,,,,,3e-06,0.993977,5.5e-05
1690.9,,,,,,,,,,,3e-06,0.993904,5.8e-05
1691.0,,,,,,,,,,,3e-06,0.993832,6.1e-05
1691.1,,,,,,,,,,,3e-06,0.993791,6.15e-05
1691.2,,,,,,,,,,,3e-06,0.993751,6.2e-05
1691.3,,,,,,,,,,,3e-06,0.99371,6.2e-05
1691.4,,,,,,,,,,,3e-06,0.993669,6.2e-05
1691.5,,,,,,,,,,,3e-06,0.993628,6.25e-05
1691.6,,,,,,,,,,,3e-06,0.993587,6.3e-05
1691.7,,,,,,,,,,,3e-06,0.993546,6.3e-05
1691.8,,,,,,,,,,,3e-06,0.993506,6.3e-05
1691.9,,,,,,,,,,,3e-06,0.993465,6.3e-05
1692.0,,,,,,,,,,,3e-06,0.993424,6.3e-05
1692.1,,,,,,,,,,,2.5e-06,0.993364,5.95e-05
1692.2,,,,,,,,,,,2e-06,0.993304,5.59957e-05
1692.3,,,,,,,,,,,2e-06,0.993244,5.24979e-05
1692.4,,,,,,,,,,,2e-06,0.993185,4.9e-05
1692.5,,,,,,,,,,,2e-06,0.993125,4.5e-05
1692.6,,,,,,,,,,,2e-06,0.993065,4.1e-05
1692.7,,,,,,,,,,,1.49969e-06,0.993005,3.74979e-05
1692.8,,,,,,,,,,,1e-06,0.992946,3.4e-05
1692.9,,,,,,,,,,,1e-06,0.992886,3e-05
1693.0,,,,,,,,,,,1e-06,0.992826,2.6e-05
1693.1,,,,,,,,,,,1e-06,0.99272,2.35e-05
1693.2,,,,,,,,,,,1e-06,0.992615,2.09969e-05
1693.3,,,,,,,,,,,1e-06,0.99251,1.84985e-05
1693.4,,,,,,,,,,,1e-06,0.992405,1.6e-05
1693.5,,,,,,,,,,,1e-06,0.992299,1.3e-05
1693.6,,,,,,,,,,,1e-06,0.992194,1e-05
1693.7,,,,,,,,,,,1e-06,0.992089,7.49847e-06
1693.8,,,,,,,,,,,1e-06,0.991984,5e-06
1693.9,,,,,,,,,,,1e-06,0.991879,2.5e-06
1694.0,,,,,,,,,,,1e-06,0.991773,
1694.1,,,,,,,,,,,1e-06,0.991724,
1694.2,,,,,,,,,,,1e-06,0.991675,
1694.3,,,,,,,,,,,1e-06,0.991625,
1694.4,,,,,,,,,,,1e-06,0.991576,
1694.5,,,,,,,,,,,5e-07,0.991527,
1694.6,,,,,,,,,,,,0.991478,
1694.7,,,,,,,,,,,,0.991429,
1694.8,,,,,,,,,,,,0.99138,
1694.9,,,,,,,,,,,,0.991331,
1695.0,,,,,,,,,,,,0.991282,
1695.1,,,,,,,,,,,,0.991141,
1695.2,,,,,,,,,,,,0.991001,
1695.3,,,,,,,,,,,,0.990861,
1695.4,,,,,,,,,,,,0.990721,
1695.5,,,,,,,,,,,,0.99058,
1695.6,,,,,,,,,,,,0.99044,
1695.7,,,,,,,,,,,,0.9903,
1695.8,,,,,,,,,,,,0.99016,
1695.9,,,,,,,,,,,,0.99002,
1696.0,,,,,,,,,,,,0.989879,
1696.1,,,,,,,,,,,,0.989712,
1696.2,,,,,,,,,,,,0.989546,
1696.3,,,,,,,,,,,,0.989379,
1696.4,,,,,,,,,,,,0.989213,
1696.5,,,,,,,,,,,,0.989046,
1696.6,,,,,,,,,,,,0.98888,
1696.7,,,,,,,,,,,,0.988713,
1696.8,,,,,,,,,,,,0.988546,
1696.9,,,,,,,,,,,,0.988379,
1697.0,,,,,,,,,,,,0.988213,
1697.1,,,,,,,,,,,,0.988072,
1697.2,,,,,,,,,,,6.10128e-10,0.987931,
1697.3,,,,,,,,,,,5.00305e-07,0.98779,
1697.4,,,,,,,,,,,1e-06,0.98765,
1697.5,,,,,,,,,,,1e-06,0.987509,
1697.6,,,,,,,,,,,1e-06,0.987369,
1697.7,,,,,,,,,,,1e-06,0.987228,
1697.8,,,,,,,,,,,1e-06,0.987087,
1697.9,,,,,,,,,,,1e-06,0.986946,
1698.0,,,,,,,,,,,1e-06,0.986806,
1698.1,,,,,,,,,,,5e-07,0.98668,
1698.2,,,,,,,,,,,,0.986554,
1698.3,,,,,,,,,,,,0.986428,
1698.4,,,,,,,,,,,,0.986303,
1698.5,,,,,,,,,,,,0.986177,
1698.6,,,,,,,,,,,,0.986051,
1698.7,,,,,,,,,,,,0.985925,
1698.8,,,,,,,,,,,,0.985799,
1698.9,,,,,,,,,,,,0.985674,
1699.0,,,,,,,,,,,,0.985548,
1699.1,,,,,,,,,,,,0.985438,
1699.2,,,,,,,,,,,,0.985327,
1699.3,,,,,,,,,,,,0.985216,
1699.4,,,,,,,,,,,,0.985106,
1699.5,,,,,,,,,,,,0.984995,
1699.6,,,,,,,,,,,,0.984885,
1699.7,,,,,,,,,,,,0.984774,
1699.8,,,,,,,,,,,,0.984664,
1699.9,,,,,,,,,,,,0.984554,
1700.0,,,,,,,,,,,,0.984444,
1700.1,,,,,,,,,,,,0.98445,2.5e-06
1700.2,,,,,,,,,,,,0.984456,5.00305e-06
1700.3,,,,,,,,,,,,0.984462,7.50153e-06
1700.4,,,,,,,,,,,,0.984468,1e-05
1700.5,,,,,,,,,,,,0.984474,1.3e-05
1700.6,,,,,,,,,,,,0.98448,1.6e-05
1700.7,,,,,,,,,,,,0.984486,1.85015e-05
1700.8,,,,,,,,,,,,0.984492,2.1e-05
1700.9,,,,,,,,,,,,0.984498,2.35e-05
1701.0,,,,,,,,,,,,0.984504,2.6e-05
1701.1,,,,,,,,,,,5e-07,0.984673,2.75e-05
1701.2,,,,,,,,,,,1e-06,0.984842,2.90012e-05
1701.3,,,,,,,,,,,1e-06,0.985012,3.00006e-05
1701.4,,,,,,,,,,,1e-06,0.985181,3.1e-05
1701.5,,,,,,,,,,,1e-06,0.98535,3.2e-05
1701.6,,,,,,,,,,,1e-06,0.98552,3.3e-05
1701.7,,,,,,,,,,,1e-06,0.985689,3.45009e-05
1701.8,,,,,,,,,,,1e-06,0.985858,3.6e-05
1701.9,,,,,,,,,,,1e-06,0.986027,3.7e-05
1702.0,,,,,,,,,,,1e-06,0.986197,3.8e-05
1702.1,,,,,,,,,,,1e-06,0.986203,3.85e-05
1702.2,,,,,,,,,,,1e-06,0.98621,3.90006e-05
1702.3,,,,,,,,,,,1e-06,0.986216,3.95003e-05
1702.4,,,,,,,,,,,1e-06,0.986223,4e-05
1702.5,,,,,,,,,,,1e-06,0.98623,4e-05
1702.6,,,,,,,,,,,1e-06,0.986237,4e-05
1702.7,,,,,,,,,,,1e-06,0.986243,4.05003e-05
1702.8,,,,,,,,,,,1e-06,0.98625,4.1e-05
1702.9,,,,,,,,,,,1e-06,0.986256,4.15e-05
1703.0,,,,,,,,,,,1e-06,0.986263,4.2e-05
1703.1,,,,,,,,,,,1e-06,0.986217,4.15e-05
1703.2,,,,,,,,,,,1e-06,0.986172,4.1e-05
1703.3,,,,,,,,,,,1e-06,0.986126,4.1e-05
1703.4,,,,,,,,,,,1e-06,0.986081,4.1e-05
1703.5,,,,,,,,,,,1e-06,0.986035,4.05e-05
1703.6,,,,,,,,,,,1e-06,0.98599,4e-05
1703.7,,,,,,,,,,5.00305e-07,1.50031e-06,0.985944,4e-05
1703.8,,,,,,,,,,1e-06,2e-06,0.985899,4e-05
1703.9,,,,,,,,,,1e-06,2e-06,0.985853,3.95e-05
1704.0,,,,,,,,,,1e-06,2e-06,0.985807,3.9e-05
1704.1,,,,,,,,,,1e-06,2e-06,0.985753,3.85e-05
1704.2,,,,,,,,,,1e-06,2e-06,0.985699,3.79988e-05
1704.3,,,,,,,,,,1e-06,2e-06,0.985645,3.69994e-05
1704.4,,,,,,,,,,1e-06,2e-06,0.985591,3.6e-05
1704.5,,,,,,,,,,1e-06,2e-06,0.985537,3.55e-05
1704.6,,,,,,,,,,1e-06,2e-06,0.985483,3.5e-05
1704.7,,,,,,,,,,1e-06,2e-06,0.985429,3.44997e-05
1704.8,,,,,,,,,,1e-06,2e-06,0.985375,3.4e-05
1704.9,,,,,,,,,,1.5e-06,2e-06,0.985321,3.3e-05
1705.0,,,,,,,,,,2e-06,2e-06,0.985267,3.2e-05
1705.1,,,,,,,,,,2e-06,2.5e-06,0.985356,3.25e-05
1705.2,,,,,,,,,,2e-06,3e-06,0.985445,3.30006e-05
1705.3,,,,,,,,,,2e-06,3e-06,0.985534,3.35003e-05
1705.4,,,,,,,,,,2e-06,3e-06,0.985622,3.4e-05
1705.5,,,,,,,,,,2e-06,3e-06,0.985711,3.45e-05
1705.6,,,,,,,,,,2e-06,3e-06,0.9858,3.5e-05
1705.7,,,,,,,,,,2e-06,3e-06,0.985889,3.55003e-05
1705.8,,,,,,,,,,2e-06,3e-06,0.985978,3.6e-05
1705.9,,,,,,,,,,2e-06,3e-06,0.986066,3.65e-05
1706.0,,,,,,,,,,2e-06,3e-06,0.986155,3.7e-05
1706.1,,,,,,,,,,2e-06,3e-06,0.986192,3.55e-05
1706.2,,,,,,,,,,2e-06,3e-06,0.98623,3.39988e-05
1706.3,,,,,,,,,,2e-06,3e-06,0.986267,3.29994e-05
1706.4,,,,,,,,,,2e-06,3e-06,0.986304,3.2e-05
1706.5,,,,,,,,,,2e-06,2.5e-06,0.986341,3.05e-05
1706.6,,,,,,,,,,2e-06,2e-06,0.986379,2.9e-05
1706.7,,,,,,,,,,1.49969e-06,2e-06,0.986416,2.79994e-05
1706.8,,,,,,,,,,1e-06,2e-06,0.986453,2.7e-05
1706.9,,,,,,,,,,1e-06,2e-06,0.98649,2.55e-05
1707.0,,,,,,,,,,1e-06,2e-06,0.986528,2.4e-05
1707.1,,,,,,,,,,1e-06,2e-06,0.986413,2.55e-05
1707.2,,,,,,,,,,1e-06,2e-06,0.986298,2.70012e-05
1707.3,,,,,,,,,,1e-06,2e-06,0.986183,2.80006e-05
1707.4,,,,,,,,,,1e-06,2e-06,0.986068,2.9e-05
1707.5,,,,,,,,,,1e-06,2e-06,0.985953,3.05e-05
1707.6,,,,,,,,,,1e-06,2e-06,0.985838,3.2e-05
1707.7,,,,,,,,,,1e-06,2e-06,0.985723,3.30006e-05
1707.8,,,,,,,,,,1e-06,2e-06,0.985608,3.4e-05
1707.9,,,,,,,,,,1e-06,2e-06,0.985493,3.55e-05
1708.0,,,,,,,,,,1e-06,2e-06,0.985379,3.7e-05
1708.1,,,,,,,,,,1e-06,1.5e-06,0.985336,3.65e-05
1708.2,,,,,,,,,,1e-06,1e-06,0.985293,3.6e-05
1708.3,,,,,,,,,,1e-06,1e-06,0.98525,3.6e-05
1708.4,,,,,,,,,,1e-06,1e-06,0.985207,3.6e-05
1708.5,,,,,,,,,,1e-06,1e-06,0.985164,3.6e-05
